Ticker,PE Ratio (TTM),PE Ratio (Current),Market Cap (log),Beta,Dividend Yield,EPS Growth (ROE x Retention),Cluster,Sector,Payout Ratio,Predicted PE (Cluster),PE Difference (Cluster),Valuation Signal (Cluster),Cluster R²,Cluster Adj R²,Cluster F p-value,Cluster Residual SE
CTRA,15.508929,15.428571428571429,23.995868616830364,0.27,2.55,0.074521522545,7,Energy,34.21830248382508,21.54,-6.11,Fairly Valued,0.2816,0.2484,0.0001,6.4533
DRI,20.665613,20.709915611814345,23.839308174884,0.627,3.06,0.1949720521319999,7,Consumer Discretionary,15.694557073894469,13.08,7.63,Overvalued,0.2816,0.2484,0.0001,6.4533
FANG,33.89547,33.77700348432055,24.728438218341037,0.488,2.17,0.0112759649999999,7,Energy,192.4447264602204,25.99,7.79,Overvalued,0.2816,0.2484,0.0001,6.4533
DTE,20.995022,21.058321479374108,24.147655807994735,0.428,3.05,0.044945307,7,Utilities,67.86025513186505,22.7,-1.64,Fairly Valued,0.2816,0.2484,0.0001,6.4533
DUK,20.839144,20.9540412044374,25.351484406393883,0.454,3.22,0.032205888,7,Utilities,99.98171762877645,23.81,-2.86,Fairly Valued,0.2816,0.2484,0.0001,6.4533
ELV,12.086309,11.934126984126983,24.93125342744554,0.498,2.29,0.09655275,7,Health Care,23.717605143302492,19.38,-7.45,Undervalued,0.2816,0.2484,0.0001,6.4533
ETR,29.391304,29.386189258312022,24.686176157147536,0.565,2.16,0.04051024,7,Utilities,53.31985196829246,21.96,7.43,Overvalued,0.2816,0.2484,0.0001,6.4533
EOG,15.7305155,15.657519209659714,25.065536468729015,0.333,2.86,0.095487746,7,Energy,29.95148717826055,20.14,-4.48,Fairly Valued,0.2816,0.2484,0.0001,6.4533
ERIE,23.670412,23.3623595505618,23.30491183146253,0.438,2.34,0.125757394,7,Financials,18.60725580875189,17.73,5.63,Fairly Valued,0.2816,0.2484,0.0001,6.4533
EG,8.642819,8.650886008992329,23.303399036375165,0.333,2.45,0.0855177479999999,7,Financials,28.649023826025015,20.86,-12.21,Undervalued,0.2816,0.2484,0.0001,6.4533
EVRG,22.519125,22.633879781420767,23.666652587767356,0.599,3.36,0.02253647,7,Utilities,149.09167229827918,24.61,-1.98,Fairly Valued,0.2816,0.2484,0.0001,6.4533
EXC,17.972527,18.06959706959707,24.63932236334074,0.505,3.41,0.041125104,7,Utilities,82.91772344210972,22.92,-4.85,Fairly Valued,0.2816,0.2484,0.0001,6.4533
EXE,13.704095,13.723910171730514,23.939695223403017,0.459,3.07,0.0582418756987999,7,Energy,52.71121445120729,21.81,-8.09,Undervalued,0.2816,0.2484,0.0001,6.4533
XOM,24.247763,23.98358208955224,27.24083728151411,0.288,2.56,0.044656431612,7,Energy,57.32656881863532,22.93,1.05,Fairly Valued,0.2816,0.2484,0.0001,6.4533
FITB,13.40085,13.345609065155807,24.480684024668967,0.973,3.4,0.0687319387451999,7,Financials,49.46754103073295,19.94,-6.59,Undervalued,0.2816,0.2484,0.0001,6.4533
FE,28.980114,29.153409090909093,24.106891947791848,0.59,3.63,0.0,7,Utilities,0.0,22.53,6.62,Overvalued,0.2816,0.2484,0.0001,6.4533
HUM,18.554426,18.090539165818925,23.81410370210526,0.445,1.99,0.0450636794078,7,Health Care,44.159731876122706,22.27,-4.18,Fairly Valued,0.2816,0.2484,0.0001,6.4533
IBM,22.10413,22.276481149012564,26.166003225958665,0.685,2.71,0.139823373954,7,Information Technology,19.381594960593308,16.09,6.19,Fairly Valued,0.2816,0.2484,0.0001,6.4533
KDP,16.643791,16.542483660130717,24.267074222261662,0.361,3.63,0.033315372,7,Consumer Staples,108.95871131200335,24.46,-7.92,Undervalued,0.2816,0.2484,0.0001,6.4533
KMI,24.054747,24.065693430656932,25.01807877831155,0.63,3.55,0.0146996930522,7,Energy,241.5016413875864,26.58,-2.51,Fairly Valued,0.2816,0.2484,0.0001,6.4533
KR,47.194805,46.98051948051947,24.551808857814176,0.546,1.94,0.018712095,7,Consumer Staples,103.67625859103428,23.5,23.48,Overvalued,0.2816,0.2484,0.0001,6.4533
MTB,12.399117,12.36235294117647,24.17029727277113,0.598,2.85,0.065120659,7,Financials,43.76491337411067,20.83,-8.47,Undervalued,0.2816,0.2484,0.0001,6.4533
MDT,24.142458,24.19832402234637,25.432491287250297,0.764,3.28,0.019672046244,7,Health Care,166.73405294583446,24.44,-0.24,Fairly Valued,0.2816,0.2484,0.0001,6.4533
MRK,16.520603,16.603021978021978,26.418191066722834,0.275,2.81,0.2026665973763999,7,Health Care,13.865136319337145,14.52,2.08,Fairly Valued,0.2816,0.2484,0.0001,6.4533
MET,15.057112,15.014861995753716,24.56760798022682,0.733,3.21,0.062840565228,7,Financials,51.08165383862133,20.62,-5.61,Fairly Valued,0.2816,0.2484,0.0001,6.4533
MOS,15.517646,15.394117647058826,22.848611003604173,0.962,3.36,0.0232757985528,7,Materials,144.35594948022967,23.99,-8.6,Undervalued,0.2816,0.2484,0.0001,6.4533
NEE,28.080303,28.22727272727273,25.986316395646053,0.733,2.68,0.0262357407468,7,Utilities,102.15072735565442,22.86,5.37,Fairly Valued,0.2816,0.2484,0.0001,6.4533
NI,24.210255,24.353846153846156,23.840841845368956,0.61,2.53,0.03860192,7,Utilities,65.54078139118468,22.22,2.13,Fairly Valued,0.2816,0.2484,0.0001,6.4533
OXY,46.737038,46.64444444444444,24.859567876783768,0.23,1.65,0.017128881,7,Energy,96.32853424575721,23.5,23.14,Overvalued,0.2816,0.2484,0.0001,6.4533
PEP,25.974218,26.168333333333333,26.084705041610334,0.41,3.62,0.0269513919999999,7,Consumer Staples,134.31588245980072,24.71,1.46,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PSX,16.341373,16.34601113172542,24.98022611928859,0.755,2.88,0.086360346,7,Energy,33.34863896909352,19.05,-2.7,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PNW,20.247524,20.33663366336634,23.23793967114638,0.476,3.54,0.026098979,7,Utilities,135.63748988035124,24.69,-4.35,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PNC,12.743373,12.753012048192767,25.17211618770982,0.956,3.21,0.073215476,7,Financials,43.8431896556952,19.68,-6.93,Undervalued,0.2816,0.2484,0.0001,6.4533
PPL,24.342768,24.30188679245283,24.093293477517516,0.68,2.95,0.025653765,7,Utilities,114.99286751866637,23.49,0.81,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PFG,17.306667,17.16190476190476,23.71706538959803,0.882,3.47,0.0434956962096,7,Financials,79.77800799597574,21.64,-4.48,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PG,21.038462,21.171597633136095,26.530999330578528,0.403,2.95,0.120314344,7,Consumer Staples,24.519104721212628,18.33,2.84,Fairly Valued,0.2816,0.2484,0.0001,6.4533
PEG,19.225119,19.38862559241706,24.424477966825503,0.598,3.28,0.0513851908971999,7,Utilities,63.83162040911547,21.72,-2.33,Fairly Valued,0.2816,0.2484,0.0001,6.4533
SLB,21.125532,21.038297872340426,25.03438387372931,0.695,2.39,0.0715917053202002,7,Energy,33.38375569223438,19.81,1.23,Fairly Valued,0.2816,0.2484,0.0001,6.4533
SRE,35.590908,36.07272727272727,24.881287941770413,0.677,2.65,0.0032080378763999,7,Utilities,826.0500973180101,38.83,-2.76,Fairly Valued,0.2816,0.2484,0.0001,6.4533
SNA,19.023449,19.050547159979153,23.667918135674405,0.761,2.67,0.098659618617,7,Industrials,27.062743982064546,18.2,0.85,Fairly Valued,0.2816,0.2484,0.0001,6.4533
SO,24.79847,24.85969387755102,25.41292443581843,0.405,3.04,0.0276075,7,Utilities,110.11500498053066,24.29,0.57,Fairly Valued,0.2816,0.2484,0.0001,6.4533
UNH,21.247168,20.95691609977324,26.265108382828032,0.408,3.19,0.042641744269,7,Health Care,74.80932252386985,23.02,-2.06,Fairly Valued,0.2816,0.2484,0.0001,6.4533
VLO,32.25627,32.2443857331572,25.0139474684224,0.612,1.97,0.033436671,7,Energy,58.91734856020804,22.12,10.12,Overvalued,0.2816,0.2484,0.0001,6.4533
WEC,24.336798,24.444906444906447,24.36417267165011,0.525,3.24,0.029842928,7,Utilities,108.56843537604621,23.74,0.7,Fairly Valued,0.2816,0.2484,0.0001,6.4533
WMB,33.827103,33.64485981308411,25.206523867464124,0.653,2.92,0.01213497,7,Energy,240.62688247272138,26.19,7.45,Overvalued,0.2816,0.2484,0.0001,6.4533
XEL,23.495615,23.608187134502923,24.637917862191447,0.44,2.94,0.031190214,7,Utilities,94.26033434717696,23.74,-0.13,Fairly Valued,0.2816,0.2484,0.0001,6.4533
